,Date,Stock,Open,High,Low,Close,Volume,Volatility
2790,2012-12-21,IBM,193.1,194.5,191.57,193.42,8225300,2.93
2791,2012-12-20,IBM,194.47,194.95,193.16,194.77,4184500,1.79
2792,2012-12-19,IBM,195.46,196.45,195.0,195.08,4270500,1.45
2793,2012-12-18,IBM,193.85,195.92,193.84,195.69,4125900,2.08
2794,2012-12-17,IBM,191.76,193.91,191.76,193.62,3792400,2.15
2795,2012-12-14,IBM,191.69,193.4,191.26,191.76,3826900,2.14
2796,2012-12-13,IBM,192.18,193.05,191.37,191.99,3623200,1.68
2797,2012-12-12,IBM,194.6,194.75,192.46,192.95,4241900,2.29
2798,2012-12-11,IBM,193.18,194.8,193.15,194.2,4144000,1.65
2799,2012-12-10,IBM,192.17,193.54,191.65,192.62,3438500,1.89
2800,2012-12-07,IBM,190.14,192.2,190.11,191.95,4091300,2.09
2801,2012-12-06,IBM,189.17,190.18,188.41,189.7,3216600,1.77
2802,2012-12-05,IBM,189.01,189.46,186.94,188.65,4202100,2.52
2803,2012-12-04,IBM,189.71,190.75,189.02,189.36,3990700,1.73
2804,2012-12-03,IBM,190.76,191.3,188.36,189.48,3349600,2.94
2805,2012-11-30,IBM,191.75,192.0,189.501,190.07,4936400,2.499
2806,2012-11-29,IBM,192.75,192.9,190.2,191.53,4077900,2.7
2807,2012-11-28,IBM,190.98,192.04,189.27,191.98,3603600,2.77
2808,2012-11-27,IBM,192.08,193.05,191.0,191.23,3290900,2.05
2809,2012-11-26,IBM,192.45,193.37,191.77,192.88,5210300,1.6
2810,2012-11-23,IBM,191.0,193.49,190.8,193.49,3877600,2.69
2811,2012-11-21,IBM,189.3,190.89,188.95,190.29,5189600,1.94
2812,2012-11-20,IBM,189.88,190.11,188.25,189.2,3170200,1.86
2813,2012-11-19,IBM,188.62,190.39,188.3,190.35,3588900,2.09
2814,2012-11-16,IBM,186.33,187.56,185.1,186.94,4660800,2.46
2815,2012-11-15,IBM,185.83,187.2,184.78,185.85,3411700,2.42
2816,2012-11-14,IBM,189.14,189.27,185.28,185.51,4404400,3.99
2817,2012-11-13,IBM,188.39,190.88,188.25,188.32,3406700,2.63
2818,2012-11-12,IBM,190.03,190.77,187.407,189.25,3067400,3.363
2819,2012-11-09,IBM,189.85,191.64,188.88,189.64,3671600,2.76
2820,2012-11-08,IBM,191.4,191.81,190.09,190.1,3542200,1.72
2821,2012-11-07,IBM,193.36,193.68,191.16,191.16,4746200,2.52
2822,2012-11-06,IBM,195.26,196.75,194.68,195.07,3281000,2.07
2823,2012-11-05,IBM,192.36,194.97,192.01,194.14,2736200,2.96
2824,2012-11-02,IBM,197.53,198.0,193.29,193.43,4260100,4.71
2825,2012-11-01,IBM,194.96,197.89,194.55,197.15,3758800,3.34
2826,2012-10-31,IBM,194.8,196.41,193.63,194.53,6052300,2.78
2827,2012-10-26,IBM,191.49,193.87,191.47,193.27,4006500,2.4
2828,2012-10-25,IBM,191.41,192.44,190.71,191.6,3249600,1.73
2829,2012-10-24,IBM,192.44,193.29,190.56,190.72,3738000,2.73
2830,2012-10-23,IBM,193.53,194.0,190.94,191.25,4427400,3.06
2831,2012-10-22,IBM,193.71,194.68,192.44,194.4,4402500,2.24
2832,2012-10-19,IBM,195.29,196.08,193.18,193.36,6620300,2.9
2833,2012-10-18,IBM,199.91,200.14,194.07,194.96,9295900,6.07
2834,2012-10-17,IBM,201.21,203.41,198.55,200.63,12673900,4.86
2835,2012-10-16,IBM,209.94,211.0,209.474,211.0,5632100,1.526
2836,2012-10-15,IBM,208.88,209.4,207.82,208.93,3060900,1.58
2837,2012-10-12,IBM,205.64,207.96,205.56,207.8,2712000,2.4
2838,2012-10-11,IBM,206.57,207.27,205.63,205.76,2910000,1.64
2839,2012-10-10,IBM,207.82,208.23,205.05,205.82,4024500,3.18
2840,2012-10-09,IBM,209.95,210.74,207.7,207.99,3580400,3.04
2841,2012-10-08,IBM,210.02,210.64,209.21,209.82,1982600,1.43
2842,2012-10-05,IBM,211.15,211.79,210.06,210.59,2858400,1.73
2843,2012-10-04,IBM,210.28,210.97,208.53,210.39,2957500,2.44
2844,2012-10-03,IBM,209.94,211.305,209.3,210.51,3192300,2.005
2845,2012-10-02,IBM,210.96,211.47,208.5,209.84,3321000,2.97
2846,2012-10-01,IBM,208.01,211.75,207.94,210.47,5456900,3.81
2847,2012-09-28,IBM,205.66,208.32,205.31,207.45,4910900,3.01
2848,2012-09-27,IBM,204.37,206.9,204.14,205.91,2771900,2.76
2849,2012-09-26,IBM,205.05,205.98,203.9,204.0,3423300,2.08
2850,2012-09-25,IBM,205.6,207.32,204.95,204.98,3345200,2.37
2851,2012-09-24,IBM,205.02,206.06,204.9,205.29,3511100,1.16
2852,2012-09-21,IBM,207.36,207.94,205.921,205.98,12771500,2.019
2853,2012-09-20,IBM,205.85,206.99,205.3,206.18,3739100,1.69
2854,2012-09-19,IBM,207.55,207.57,206.01,206.43,2605600,1.56
2855,2012-09-18,IBM,206.88,207.8798,206.48,207.07,2476100,1.3998
2856,2012-09-17,IBM,205.55,207.99,205.55,207.15,3275100,2.44
2857,2012-09-14,IBM,206.24,207.65,206.05,206.81,4057100,1.6
2858,2012-09-13,IBM,204.38,206.81,203.46,206.36,3879600,3.35
2859,2012-09-12,IBM,203.52,204.65,202.96,203.77,3284000,1.69
2860,2012-09-11,IBM,200.55,203.46,200.51,203.27,3910600,2.95
2861,2012-09-10,IBM,199.39,201.82,198.73,200.95,4208000,3.09
2862,2012-09-07,IBM,199.12,199.5,198.08,199.5,3413700,1.42
2863,2012-09-06,IBM,196.26,199.46,196.11,199.1,3931700,3.35
2864,2012-09-05,IBM,194.41,195.85,193.89,195.04,3312500,1.96
2865,2012-09-04,IBM,196.61,197.17,193.25,194.54,4514400,3.92
2866,2012-08-31,IBM,194.31,195.95,193.46,194.85,3193300,2.49
2867,2012-08-30,IBM,194.77,195.47,193.18,193.37,2740900,2.29
2868,2012-08-29,IBM,195.13,196.0399,194.9,195.08,2141400,1.1399
2869,2012-08-28,IBM,195.56,196.11,194.5,194.87,2539200,1.61
2870,2012-08-27,IBM,197.96,198.3,195.61,195.69,2498800,2.69
2871,2012-08-24,IBM,194.96,198.11,194.2,197.77,2639500,3.91
2872,2012-08-23,IBM,197.04,197.37,195.44,195.7,2757400,1.93
2873,2012-08-22,IBM,198.64,198.65,196.905,197.25,3296100,1.745
2874,2012-08-21,IBM,200.99,201.0,198.37,198.65,3111300,2.63
2875,2012-08-20,IBM,200.69,201.13,200.03,200.5,2336000,1.1
2876,2012-08-17,IBM,201.08,202.0,200.66,201.22,2551800,1.34
2877,2012-08-16,IBM,198.77,201.324,198.12,200.84,2729500,3.204
2878,2012-08-15,IBM,198.9,199.33,197.92,198.4,2111800,1.41
2879,2012-08-14,IBM,198.88,199.33,197.72,198.29,2562300,1.61
2880,2012-08-13,IBM,198.88,199.98,197.79,199.01,2418300,2.19
2881,2012-08-10,IBM,197.87,199.37,197.24,199.29,2600500,2.13
2882,2012-08-09,IBM,198.62,199.46,197.89,198.42,2160100,1.57
2883,2012-08-08,IBM,198.27,199.69,198.16,199.03,2068300,1.53
2884,2012-08-07,IBM,199.43,200.88,198.8,199.93,3209400,2.08
2885,2012-08-06,IBM,198.76,199.94,198.52,198.76,2337800,1.42
2886,2012-08-03,IBM,196.48,198.95,196.16,198.52,3278100,2.79
2887,2012-08-02,IBM,194.16,196.6,193.02,194.45,2812600,3.58
2888,2012-08-01,IBM,196.96,197.85,194.72,195.18,2559300,3.13
2889,2012-07-31,IBM,196.5,197.58,195.88,195.98,3507000,1.7
2890,2012-07-30,IBM,196.32,197.84,195.92,196.68,2787000,1.92
2891,2012-07-27,IBM,195.1,197.41,193.95,196.39,4177300,3.46
2892,2012-07-26,IBM,193.49,194.95,192.57,193.95,3282900,2.38
2893,2012-07-25,IBM,190.31,192.77,189.32,191.08,3833800,3.45
2894,2012-07-24,IBM,190.92,191.32,188.56,190.34,3597100,2.76
2895,2012-07-23,IBM,189.78,191.3,188.2,190.83,3904500,3.1
2896,2012-07-20,IBM,194.09,194.9,192.17,192.45,4789700,2.73
2897,2012-07-19,IBM,193.4,196.85,192.97,195.34,10395400,3.88
2898,2012-07-18,IBM,184.15,188.59,183.55,188.25,8019500,5.04
2899,2012-07-17,IBM,185.73,186.29,183.2,183.65,5158600,3.09
2900,2012-07-16,IBM,185.58,186.1,184.58,184.79,3144400,1.52
2901,2012-07-13,IBM,183.46,186.33,183.03,186.01,3933000,3.3
2902,2012-07-12,IBM,184.25,184.39,181.85,183.09,4931300,2.54
2903,2012-07-11,IBM,186.22,187.36,183.51,185.25,5456100,3.85
2904,2012-07-10,IBM,190.3,191.14,185.6,186.26,4690300,5.54
2905,2012-07-09,IBM,190.76,190.9991,188.05,189.67,3988100,2.9491
2906,2012-07-06,IBM,193.92,193.94,189.74,191.41,4952900,4.2
2907,2012-07-05,IBM,194.88,196.85,193.63,195.29,2690200,3.22
2908,2012-07-03,IBM,195.46,196.34,194.91,195.93,1450400,1.43
2909,2012-07-02,IBM,196.36,197.2,194.85,195.83,2827000,2.35
2910,2012-06-29,IBM,194.55,195.81,192.41,195.58,5259600,3.4
2911,2012-06-28,IBM,191.23,192.08,188.9,191.4,3967300,3.18
2912,2012-06-27,IBM,192.14,193.7,190.9,193.0,2762700,2.8
2913,2012-06-26,IBM,193.54,193.68,190.75,191.95,3435900,2.93
2914,2012-06-25,IBM,192.48,193.39,191.68,192.86,3211600,1.71
2915,2012-06-22,IBM,193.87,194.88,193.22,193.7,8823000,1.66
2916,2012-06-21,IBM,199.07,199.45,193.19,193.39,4316600,6.26
2917,2012-06-20,IBM,198.7,199.74,197.5,198.78,3378200,2.24
2918,2012-06-19,IBM,198.83,199.99,198.8,198.93,3297600,1.19
2919,2012-06-18,IBM,197.57,199.64,197.17,198.29,3378900,2.47
2920,2012-06-15,IBM,196.08,199.27,195.4,199.1,6389000,3.87
2921,2012-06-14,IBM,193.0,195.83,192.74,195.1,3585000,3.09
2922,2012-06-13,IBM,194.36,195.19,192.345,193.1,3247700,2.845
2923,2012-06-12,IBM,192.14,194.67,192.14,194.55,3023700,2.53
2924,2012-06-11,IBM,196.6,196.7,192.37,192.51,3273300,4.33
2925,2012-06-08,IBM,193.71,195.14,192.7,195.14,2479200,2.44
2926,2012-06-07,IBM,195.28,195.8299,193.94,194.44,3701100,1.8899
2927,2012-06-06,IBM,190.78,194.0,190.02,193.99,3641300,3.98
2928,2012-06-05,IBM,187.92,189.85,187.56,189.2,3556500,2.29
2929,2012-06-04,IBM,188.34,189.38,187.0,188.54,4624500,2.38
2930,2012-06-01,IBM,190.12,191.72,188.6,189.08,5206400,3.12
2931,2012-05-31,IBM,194.1,194.93,192.0,192.9,9287500,2.93
2932,2012-05-30,IBM,194.8,195.47,193.77,194.53,3602500,1.7
2933,2012-05-29,IBM,195.22,198.08,195.22,196.46,3618500,2.86
2934,2012-05-25,IBM,195.11,196.0,194.0,194.3,2901900,2.0
2935,2012-05-24,IBM,195.99,196.28,194.0,196.09,3569300,2.28
2936,2012-05-23,IBM,195.53,196.49,193.2,196.12,4100000,3.29
2937,2012-05-22,IBM,198.04,198.26,196.06,196.82,3567100,2.2
2938,2012-05-21,IBM,195.98,197.93,194.63,197.76,3831700,3.3
2939,2012-05-18,IBM,198.78,198.78,195.16,195.88,5737100,3.62
2940,2012-05-17,IBM,199.67,200.79,197.64,197.89,5626300,3.15
2941,2012-05-16,IBM,199.42,201.35,198.18,199.73,5001000,3.17
2942,2012-05-15,IBM,199.44,201.4679,198.76,199.04,2987400,2.7079
2943,2012-05-14,IBM,199.92,200.71,198.56,199.44,3029200,2.15
2944,2012-05-11,IBM,199.96,202.12,199.95,201.17,2391500,2.17
2945,2012-05-10,IBM,201.0,203.25,200.02,200.6,3830500,3.23
2946,2012-05-09,IBM,199.99,203.0,199.06,201.23,3742500,3.94
2947,2012-05-08,IBM,202.44,203.06,199.718,201.48,3881500,3.342
2948,2012-05-07,IBM,203.96,204.77,202.9,203.75,3373400,1.87
2949,2012-05-04,IBM,206.47,207.11,204.4,204.99,4023600,2.71
2950,2012-05-03,IBM,208.27,208.92,206.55,207.24,2826600,2.37
2951,2012-05-02,IBM,206.97,208.27,206.91,208.06,2360300,1.36
2952,2012-05-01,IBM,207.18,208.929,206.71,208.0,2715900,2.219
2953,2012-04-30,IBM,206.71,207.96,206.32,207.08,2773200,1.64
2954,2012-04-27,IBM,206.47,208.17,205.91,206.81,3496900,2.26
2955,2012-04-26,IBM,203.4,206.21,203.4,205.58,3302700,2.81
2956,2012-04-25,IBM,202.02,203.69,201.8,203.57,4003400,1.89
2957,2012-04-24,IBM,199.06,202.48,198.87,200.0,5626300,3.61
2958,2012-04-23,IBM,197.89,199.1,196.791,198.62,3618800,2.309
2959,2012-04-20,IBM,199.83,200.12,199.09,199.6,4758200,1.03
2960,2012-04-19,IBM,200.03,201.26,197.521,199.51,5762900,3.739
2961,2012-04-18,IBM,202.43,204.07,200.0,200.13,10153500,4.07
2962,2012-04-17,IBM,204.57,207.64,204.15,207.45,6065500,3.49
2963,2012-04-16,IBM,204.74,205.97,202.72,202.72,3826600,3.25
2964,2012-04-13,IBM,204.32,204.6499,202.8,202.8,3767000,1.8499
2965,2012-04-12,IBM,202.8,205.56,202.64,205.32,2929600,2.92
2966,2012-04-11,IBM,203.99,204.32,202.4593,202.58,3366200,1.8607
2967,2012-04-10,IBM,204.94,205.74,202.17,202.33,4132900,3.57
2968,2012-04-09,IBM,204.4,206.17,203.37,204.94,3326900,2.8
2969,2012-04-05,IBM,205.15,205.68,204.46,205.47,3809000,1.22
2970,2012-04-04,IBM,206.22,206.9802,205.19,206.05,4404000,1.7902
2971,2012-04-03,IBM,209.31,210.69,208.54,209.5,4091500,2.15
2972,2012-04-02,IBM,208.96,209.69,208.09,209.47,3387900,1.6
2973,2012-03-30,IBM,208.74,209.12,208.012,208.65,3215200,1.108
2974,2012-03-29,IBM,206.09,208.5,206.02,208.27,3403700,2.48
2975,2012-03-28,IBM,207.44,208.69,206.27,207.29,3265700,2.42
2976,2012-03-27,IBM,208.46,208.66,207.0,207.18,2704500,1.66
2977,2012-03-26,IBM,206.45,207.92,206.32,207.77,3418200,1.6
2978,2012-03-23,IBM,205.89,205.96,204.56,205.48,3036200,1.4
2979,2012-03-22,IBM,204.0,205.99,203.96,205.49,3307800,2.03
2980,2012-03-21,IBM,204.32,205.77,204.3,204.69,3329900,1.47
2981,2012-03-20,IBM,204.74,205.0,203.702,204.25,3695100,1.298
2982,2012-03-19,IBM,205.71,206.53,204.5,205.72,3763200,2.03
2983,2012-03-16,IBM,207.03,207.52,206.01,206.01,9637000,1.51
2984,2012-03-15,IBM,204.94,206.18,204.74,206.0,3621100,1.44
2985,2012-03-14,IBM,203.78,205.15,203.64,204.72,4602300,1.51
2986,2012-03-13,IBM,201.72,203.9,201.6107,203.78,4866000,2.2893
2987,2012-03-12,IBM,200.93,201.57,200.23,201.0,3119700,1.34
2988,2012-03-09,IBM,199.98,201.1,199.72,200.62,3178200,1.38
2989,2012-03-08,IBM,199.24,199.99,198.65,199.81,3145800,1.34
2990,2012-03-07,IBM,198.09,198.57,197.31,197.77,3346900,1.26
2991,2012-03-06,IBM,199.14,199.64,196.812,197.26,5214700,2.828
2992,2012-03-05,IBM,198.36,201.19,198.3,200.66,6938000,2.89
2993,2012-03-02,IBM,197.1,198.89,197.06,198.81,3727400,1.83
2994,2012-03-01,IBM,197.23,198.47,196.93,197.53,3560300,1.54
2995,2012-02-29,IBM,197.86,199.17,196.45,196.73,5117100,2.72
2996,2012-02-28,IBM,197.75,198.96,197.4322,197.98,3167400,1.5278
2997,2012-02-27,IBM,196.78,198.71,196.1,197.53,3758400,2.61
2998,2012-02-24,IBM,198.38,198.56,196.61,197.76,3353200,1.95
2999,2012-02-23,IBM,193.87,199.23,193.28,197.61,8032700,5.95
3000,2012-02-22,IBM,193.03,194.74,192.75,193.87,3275800,1.99
3001,2012-02-21,IBM,193.73,194.24,192.46,193.39,3293600,1.78
3002,2012-02-17,IBM,193.71,193.86,192.3,193.42,3746500,1.56
3003,2012-02-16,IBM,192.61,193.25,192.0,193.02,3525500,1.25
3004,2012-02-15,IBM,192.31,193.44,191.26,192.25,4020900,2.18
3005,2012-02-14,IBM,191.76,192.6,190.831,192.22,3398100,1.769
3006,2012-02-13,IBM,193.31,193.69,191.74,192.62,2458800,1.95
3007,2012-02-10,IBM,191.76,192.43,191.28,192.42,3391100,1.15
3008,2012-02-09,IBM,193.03,194.46,192.55,193.13,3876400,1.91
3009,2012-02-08,IBM,192.78,193.58,191.73,192.95,3803800,1.85
3010,2012-02-07,IBM,192.45,194.14,191.97,193.35,3433000,2.17
3011,2012-02-06,IBM,192.48,193.76,192.0,192.82,3639800,1.76
3012,2012-02-03,IBM,192.93,194.13,192.54,193.64,4521700,1.59
3013,2012-02-02,IBM,192.72,193.33,191.33,191.53,3907300,2.0
3014,2012-02-01,IBM,193.21,194.81,192.41,192.62,5088800,2.4
3015,2012-01-31,IBM,193.09,193.1,191.0,192.6,4826800,2.1
3016,2012-01-30,IBM,189.39,192.73,188.22,192.5,4359000,4.51
3017,2012-01-27,IBM,190.01,191.77,189.81,190.46,3360400,1.96
3018,2012-01-26,IBM,191.79,192.79,190.47,190.98,4004700,2.32
3019,2012-01-25,IBM,191.33,192.2399,189.61,191.73,4359700,2.6299
3020,2012-01-24,IBM,188.63,192.305,188.5241,191.93,5345700,3.7809
3021,2012-01-23,IBM,187.91,190.52,187.67,189.98,5751700,2.85
3022,2012-01-20,IBM,185.77,188.97,184.75,188.52,12849700,4.22
3023,2012-01-19,IBM,181.79,182.3599,180.35,180.52,8567200,2.0099
3024,2012-01-18,IBM,179.83,181.6,179.5,181.07,4600600,2.1
3025,2012-01-17,IBM,180.36,182.0,179.32,180.0,6003400,2.68
3026,2012-01-13,IBM,179.48,179.61,177.3472,179.16,5279200,2.2628
3027,2012-01-12,IBM,181.86,181.91,178.38,180.55,6881000,3.53
3028,2012-01-11,IBM,180.73,182.81,180.5,182.32,4110800,2.31
3029,2012-01-10,IBM,183.23,183.72,181.2,181.31,5161000,2.52
3030,2012-01-09,IBM,182.2,182.27,180.27,181.59,5201200,2.0
3031,2012-01-06,IBM,184.39,184.48,182.31,182.54,4897100,2.17
3032,2012-01-05,IBM,184.81,185.03,183.1,184.66,4463100,1.93
3033,2012-01-04,IBM,185.57,186.33,184.94,185.54,4346700,1.39
3034,2012-01-03,IBM,186.73,188.71,186.0,186.3,5646000,2.71
3035,2011-12-30,IBM,186.33,186.48,183.85,183.88,3530900,2.63
3036,2011-12-29,IBM,184.07,186.23,184.01,186.18,2941600,2.22
3037,2011-12-28,IBM,185.19,185.4,183.34,183.99,2872000,2.06
3038,2011-12-27,IBM,184.97,185.85,184.39,184.95,2775200,1.46
3039,2011-12-23,IBM,183.11,184.85,181.89,184.75,3052300,2.96
3040,2011-12-22,IBM,182.71,182.8,181.0,182.04,5052000,1.8
3041,2011-12-21,IBM,183.22,183.5,179.04,181.47,9282500,4.46
3042,2011-12-20,IBM,185.5,187.33,184.755,187.24,4740100,2.575
3043,2011-12-19,IBM,184.51,184.69,182.25,182.89,5039900,2.44
3044,2011-12-16,IBM,188.01,188.01,181.91,183.57,11849400,6.1
3045,2011-12-15,IBM,190.48,191.2,186.89,187.48,4474500,4.31
3046,2011-12-14,IBM,189.84,190.28,188.0,188.72,5057700,2.28
3047,2011-12-13,IBM,193.46,194.3,190.64,191.15,5008400,3.66
3048,2011-12-12,IBM,193.64,193.9,191.22,192.18,3796100,2.68
3049,2011-12-09,IBM,192.91,194.87,192.4,194.56,4847900,2.47
3050,2011-12-08,IBM,192.48,193.8,191.07,191.58,4369000,2.73
3051,2011-12-07,IBM,191.99,194.9,191.28,194.05,5081700,3.62
3052,2011-12-06,IBM,190.65,193.53,190.32,192.94,4144900,3.21
3053,2011-12-05,IBM,191.18,193.61,190.38,190.84,5699400,3.23
3054,2011-12-02,IBM,189.92,191.33,189.45,189.66,4962200,1.88
3055,2011-12-01,IBM,187.01,189.99,186.77,189.45,4858800,3.22
3056,2011-11-30,IBM,184.57,188.35,184.21,188.0,7836800,4.14
3057,2011-11-29,IBM,182.02,183.31,180.84,180.94,3661600,2.47
3058,2011-11-28,IBM,182.71,182.93,180.67,182.21,4524200,2.26
3059,2011-11-25,IBM,178.01,179.56,177.06,177.06,2232800,2.5
3060,2011-11-23,IBM,180.67,181.49,177.52,177.95,4800900,3.97
3061,2011-11-22,IBM,182.22,182.98,180.29,181.31,4178600,2.69
3062,2011-11-21,IBM,183.37,183.96,180.0,181.48,5145100,3.96
3063,2011-11-18,IBM,186.71,186.97,184.66,185.24,4440900,2.31
3064,2011-11-17,IBM,186.81,188.83,183.39,185.73,5840500,5.44
3065,2011-11-16,IBM,187.82,189.9,186.3,186.62,4616800,3.6
3066,2011-11-15,IBM,187.49,189.97,185.64,188.75,4585300,4.33
3067,2011-11-14,IBM,189.17,189.84,186.85,187.35,6038600,2.99
3068,2011-11-11,IBM,185.27,187.83,185.14,187.38,3665300,2.69
3069,2011-11-10,IBM,183.58,184.77,181.87,183.35,3881600,2.9
3070,2011-11-09,IBM,184.2,185.24,181.16,182.24,5494800,4.08
3071,2011-11-08,IBM,187.48,187.88,185.51,187.25,4330600,2.37
3072,2011-11-07,IBM,186.22,187.73,184.75,187.32,3530800,2.98
3073,2011-11-04,IBM,186.27,187.14,184.74,186.38,3237600,2.4
3074,2011-11-03,IBM,185.13,187.78,184.02,187.3,4953500,3.76
3075,2011-11-02,IBM,184.0,185.25,183.03,183.92,4136600,2.22
3076,2011-11-01,IBM,181.55,183.26,180.74,181.35,5881200,2.52
3077,2011-10-31,IBM,185.59,186.91,184.63,184.63,4710000,2.28
3078,2011-10-28,IBM,185.57,188.07,185.28,187.45,5009800,2.79
3079,2011-10-27,IBM,184.99,187.0,183.18,186.34,7057800,3.82
3080,2011-10-26,IBM,181.74,182.28,179.03,181.97,5387700,3.25
3081,2011-10-25,IBM,181.66,182.97,180.01,180.36,5373100,2.96
3082,2011-10-24,IBM,181.51,183.39,180.62,182.25,5890600,2.77
3083,2011-10-21,IBM,179.11,181.67,178.75,181.63,8054200,2.92
3084,2011-10-20,IBM,178.13,179.24,176.17,177.25,7513800,3.07
3085,2011-10-19,IBM,179.68,179.81,177.01,177.39,6708300,2.8
3086,2011-10-18,IBM,178.0,179.38,176.25,178.9,15729400,3.13
3087,2011-10-17,IBM,189.71,190.16,185.9,186.59,8790300,4.26
3088,2011-10-14,IBM,188.19,190.53,187.7314,190.53,5368200,2.7986
3089,2011-10-13,IBM,184.97,187.5,184.5,186.82,4399200,3.0
3090,2011-10-12,IBM,186.08,188.0,185.65,186.12,5338200,2.35
3091,2011-10-11,IBM,184.59,186.0,184.11,185.0,5330500,1.89
3092,2011-10-10,IBM,183.0,186.63,182.9,186.62,5784800,3.73
3093,2011-10-07,IBM,182.32,183.72,181.64,182.39,6842600,2.08
3094,2011-10-06,IBM,176.81,181.99,175.66,181.69,7180900,6.33
3095,2011-10-05,IBM,174.57,177.2961,172.68,176.85,5851700,4.6161
3096,2011-10-04,IBM,171.54,175.07,168.88,174.74,9200000,6.19
3097,2011-10-03,IBM,174.36,177.92,173.04,173.29,9042600,4.88
3098,2011-09-30,IBM,176.01,178.27,174.75,174.87,7807400,3.52
3099,2011-09-29,IBM,179.69,180.91,175.53,179.17,6944300,5.38
3100,2011-09-28,IBM,177.97,180.75,177.08,177.55,7732200,3.67
3101,2011-09-27,IBM,176.82,179.62,176.43,177.71,7638800,3.19
3102,2011-09-26,IBM,170.96,174.7,169.86,174.51,6745700,4.84
3103,2011-09-23,IBM,166.99,169.54,165.76,169.34,5586600,3.78
3104,2011-09-22,IBM,168.33,169.97,166.5,168.62,8195600,3.47
3105,2011-09-21,IBM,175.0,177.67,172.62,173.02,7043100,5.05
3106,2011-09-20,IBM,173.57,177.43,172.7,174.72,6209600,4.73
3107,2011-09-19,IBM,169.5,173.87,169.43,173.13,4755600,4.44
3108,2011-09-16,IBM,171.33,172.99,169.74,172.99,11048100,3.25
3109,2011-09-15,IBM,168.64,170.16,167.23,170.09,5464400,2.93
3110,2011-09-14,IBM,164.01,169.66,161.99,167.24,6980700,7.67
3111,2011-09-13,IBM,163.64,163.92,161.54,163.43,4723800,2.38
3112,2011-09-12,IBM,159.64,162.44,158.76,162.42,5247200,3.68
3113,2011-09-09,IBM,164.57,165.19,160.81,161.37,6743900,4.38
3114,2011-09-08,IBM,167.0,169.58,165.1,165.25,6027200,4.48
3115,2011-09-07,IBM,167.28,167.9,166.16,167.31,6796600,1.74
3116,2011-09-06,IBM,163.06,165.55,162.2,165.11,5761200,3.35
3117,2011-09-02,IBM,167.69,168.93,166.0,166.98,4979100,2.93
3118,2011-09-01,IBM,172.71,173.68,170.12,170.33,5463900,3.56
3119,2011-08-31,IBM,173.29,173.72,170.71,171.91,6074200,3.01
3120,2011-08-30,IBM,172.06,173.51,170.88,172.51,4477700,2.63
3121,2011-08-29,IBM,170.58,172.72,170.36,172.62,5293400,2.36
3122,2011-08-26,IBM,164.85,169.33,163.28,169.14,6438200,6.05
3123,2011-08-25,IBM,167.52,168.53,164.85,165.58,6751600,3.68
3124,2011-08-24,IBM,164.13,166.83,163.35,166.76,6427000,3.48
3125,2011-08-23,IBM,160.65,164.59,159.53,164.32,6923300,5.06
3126,2011-08-22,IBM,161.35,161.68,157.62,158.98,7249100,4.06
3127,2011-08-19,IBM,162.17,163.94,157.13,157.54,14068600,6.81
3128,2011-08-18,IBM,166.32,166.46,160.16,163.83,15082600,6.3
3129,2011-08-17,IBM,171.57,172.99,169.89,171.48,5129700,3.1
3130,2011-08-16,IBM,172.19,172.19,169.0,171.24,5585400,3.19
3131,2011-08-15,IBM,171.32,174.0,170.39,172.99,7645400,3.61
3132,2011-08-12,IBM,168.5,169.38,165.83,168.2,5187000,3.55
3133,2011-08-11,IBM,164.1,168.77,162.94,166.73,9175600,5.83
3134,2011-08-10,IBM,168.18,169.23,161.85,162.54,13993600,7.38
3135,2011-08-09,IBM,167.46,171.05,162.0,170.61,12517600,9.05
3136,2011-08-08,IBM,168.83,172.61,166.0,166.22,15804900,6.61
3137,2011-08-05,IBM,172.1,174.22,166.52,172.98,11871800,7.7
3138,2011-08-04,IBM,176.5,177.92,171.18,171.48,11022300,6.74
3139,2011-08-03,IBM,177.67,179.23,175.41,178.83,6722000,3.82
3140,2011-08-02,IBM,179.95,182.29,177.86,178.05,5770400,4.43
3141,2011-08-01,IBM,182.6,183.69,178.5,180.75,5842700,5.19
3142,2011-07-29,IBM,180.26,183.43,179.73,181.85,6665600,3.7
3143,2011-07-28,IBM,181.06,183.27,180.88,181.8,4478800,2.39
3144,2011-07-27,IBM,182.01,182.91,180.93,181.35,5806800,1.98
3145,2011-07-26,IBM,182.94,184.05,182.65,182.93,4356200,1.4
3146,2011-07-25,IBM,183.89,184.96,183.28,183.7,4987000,1.68
3147,2011-07-22,IBM,184.64,185.63,184.26,185.18,4516100,1.37
3148,2011-07-21,IBM,183.59,185.5,182.9,184.9,4958400,2.6
3149,2011-07-20,IBM,183.84,184.42,183.0,183.65,5901100,1.42
3150,2011-07-19,IBM,178.74,185.21,178.65,185.21,13245600,6.56
3151,2011-07-18,IBM,174.73,176.46,173.58,175.28,8879700,2.88
3152,2011-07-15,IBM,175.08,175.94,174.07,175.54,5347100,1.87
3153,2011-07-14,IBM,174.4,176.1,173.84,174.23,4613100,2.26
3154,2011-07-13,IBM,174.9,176.32,174.0,174.32,4074800,2.32
3155,2011-07-12,IBM,174.93,175.37,173.89,174.05,5036800,1.48
